episode,timestep,reward
4,2000,1.5
9,4000,1.6
12,6000,2.0
17,8000,1.6
25,10000,2.0
28,12000,1.3333
42,14000,2.0
46,16000,1.5
59,18000,2.0
63,20000,2.0
70,22000,2.0
81,24000,2.0
90,26000,2.0
101,28000,2.0
120,30000,2.0
134,32000,2.0
144,34000,2.0
162,36000,2.0
184,38000,2.0
192,40000,2.0
223,42000,2.0
244,44000,2.0
269,46000,2.0
307,48000,2.0
369,50000,2.0
399,52000,2.0
